timestamp,range,station,sat_id,azimuth,elevation,signal_strength
20446.302779545418,0.008743805715,KS,2,,,
20446.509779545016,0.0087424314,KS,2,,,
20446.51877955361,0.00874237187,KS,2,,,
20446.60877955467,0.008741777871,KS,2,,,
20446.63077954735,0.008741633015,KS,2,,,
20446.709779552046,0.00874111384,KS,2,,,
20446.724779552238,0.008741015381,KS,2,,,
20446.839779548827,0.008740262915,KS,2,,,
20446.964779555004,0.00873944879,KS,2,,,
20447.003779549774,0.00873919561,KS,2,,,
20447.020779551844,0.008739085381,KS,2,,,
20447.026779557593,0.008739046473,KS,2,,,
20447.22677955045,0.008737755397,KS,2,,,
20447.25577954983,0.008737569016,KS,2,,,
20447.314779549546,0.00873719058,KS,2,,,
20447.32077955529,0.008737152186,KS,2,,,
20447.363779553893,0.008736876909,KS,2,,,
20447.39777955804,0.008736659806,KS,2,,,
20447.424779555535,0.008736487291,KS,2,,,
20447.43777955379,0.008736404505,KS,2,,,
20447.468779555107,0.008736206833,KS,2,,,
20447.478779550485,0.008736143222,KS,2,,,
20447.59477954804,0.008735406496,KS,2,,,
20447.628779552197,0.008735191249,KS,2,,,
20447.71077954558,0.008734673279,KS,2,,,
20447.737779557225,0.008734503191,KS,2,,,
20447.738779558164,0.008734496809,KS,2,,,
20447.761779551827,0.008734352009,KS,2,,,
20447.776779551994,0.008734257644,KS,2,,,
20447.83077954692,0.00873391844,KS,2,,,
20447.886779557986,0.008733567391,KS,2,,,
20447.962779545636,0.0087330923,KS,2,,,
20448.09577954527,0.008732264463,KS,2,,,
20448.118779553086,0.008732121727,KS,2,,,
20448.1447795496,0.008731960595,KS,2,,,
20448.166779556483,0.00873182435,KS,2,,,
20448.22577955622,0.008731459615,KS,2,,,
20448.23977955541,0.008731373258,KS,2,,,
20448.32377955072,0.008730855819,KS,2,,,
20448.35577955296,0.00873065923,KS,2,,,
20448.397779550614,0.008730401504,KS,2,,,
20448.39877955158,0.008730395366,KS,2,,,
20448.433779556708,0.008730180979,KS,2,,,
20448.48877955261,0.008729844811,KS,2,,,
20448.538779557908,0.0087295397,KS,2,,,
20448.617779548404,0.008729059089,KS,2,,,
20448.62877955893,0.00872899228,KS,2,,,
20448.70477954657,0.008728531673,KS,2,,,
20448.785779553145,0.008728042344,KS,2,,,
20448.823779546947,0.008727813386,KS,2,,,
20448.828779551764,0.008727783236,KS,2,,,
20448.98277955727,0.008726859378,KS,2,,,
20449.00877955379,0.008726703945,KS,2,,,
20449.041779556996,0.008726507143,KS,2,,,
20449.085779556575,0.008726244751,KS,2,,,
20449.09677955293,0.008726179258,KS,2,,,
20449.097779553864,0.008726173342,KS,2,,,
20449.14577955727,0.008725887997,KS,2,,,
20449.212779550464,0.008725490736,KS,2,,,
20449.234779557322,0.008725360554,KS,2,,,
20449.25677955002,0.00872523042,KS,2,,,
20449.273779552117,0.008725130032,KS,2,,,
20449.302779551497,0.008724958944,KS,2,,,
20449.358779548387,0.008724629009,KS,2,,,
20449.37877955332,0.008724511539,KS,2,,,
20449.410779555586,0.008724323459,KS,2,,,
