timestamp,range,station,sat_id,azimuth,elevation,signal_strength
6292.601517792,0.010611950026,cfg1,2,,,
6293.101517526001,0.010594823703,cfg1,2,,,
6293.9015178,0.010567471321,cfg1,2,,,
6294.001517897001,0.010564056665,cfg1,2,,,
6294.101517744,0.010560642978,cfg1,2,,,
6294.601517853,0.010543588689,cfg1,2,,,
6295.001517865,0.010529962422,cfg1,2,,,
6295.101517837001,0.010526558482,cfg1,2,,,
6295.201517809,0.010523155423,cfg1,2,,,
6295.301517781,0.010519753082,cfg1,2,,,
6295.501517849,0.010512951759,cfg1,2,,,
6295.901517861,0.010499361057,cfg1,2,,,
6296.101517805,0.010492571291,cfg1,2,,,
6296.201517652001,0.010489178121,cfg1,2,,,
6296.301517624,0.010485785992,cfg1,2,,,
6296.501517817,0.01047900392,cfg1,2,,,
6296.901517830001,0.010465452539,cfg1,2,,,
6297.001517051999,0.010462067143,cfg1,2,,,
6297.501517785999,0.010445155062,cfg1,2,,,
6297.801517826001,0.010435019688,cfg1,2,,,
6298.101517367002,0.010424893463,cfg1,2,,,
6298.201517838001,0.010421520038,cfg1,2,,,
6298.601517851,0.010408036288,cfg1,2,,,
6298.701517821999,0.010404667807,cfg1,2,,,
6298.801517793999,0.010401300488,cfg1,2,,,
6298.901517266001,0.010397934373,cfg1,2,,,
6299.201517806001,0.010387841139,cfg1,2,,,
6299.301517528001,0.010384478759,cfg1,2,,,
6299.801517261999,0.01036768252,cfg1,2,,,
6299.901517859,0.010364326239,cfg1,2,,,
6300.001517581001,0.010360971055,cfg1,2,,,
6300.101517552,0.010357616993,cfg1,2,,,
6300.201517774001,0.010354263752,cfg1,2,,,
6300.401517343,0.010347560427,cfg1,2,,,
6300.501517815,0.010344210275,cfg1,2,,,
6300.601517786001,0.010340861403,cfg1,2,,,
6300.701517883,0.010337513316,cfg1,2,,,
6300.901517702001,0.010330820637,cfg1,2,,,
6301.001517799,0.010327475588,cfg1,2,,,
6301.101517271,0.010324131956,cfg1,2,,,
6301.201517743,0.010320788829,cfg1,2,,,
6301.801517823,0.010300753666,cfg1,2,,,
6301.901517794999,0.010297418032,cfg1,2,,,
6302.201517836,0.010287417679,cfg1,2,,,
6302.301517807,0.010284086354,cfg1,2,,,
6302.401517779,0.01028075587,cfg1,2,,,
6302.501517001,0.010277426499,cfg1,2,,,
6302.601517848,0.010274098378,cfg1,2,,,
6302.701517695,0.010270771385,cfg1,2,,,
6302.901517763,0.010264119804,cfg1,2,,,
6303.00151786,0.010260795974,cfg1,2,,,
6303.101517832,0.010257472929,cfg1,2,,,
6303.601517816,0.010240873955,cfg1,2,,,
6303.901517856,0.010230927148,cfg1,2,,,
6304.001517828,0.010227614015,cfg1,2,,,
6304.1015178,0.010224301297,cfg1,2,,,
6304.301517494001,0.010217679835,cfg1,2,,,
6304.401517465999,0.010214370687,cfg1,2,,,
6304.501517812001,0.010211062649,cfg1,2,,,
6304.601517784,0.010207755409,cfg1,2,,,
6304.701517756,0.010204449836,cfg1,2,,,
6304.801517853001,0.010201144821,cfg1,2,,,
6305.101517518001,0.010191236348,cfg1,2,,,
6305.201517864998,0.010187935906,cfg1,2,,,
6305.401517434001,0.01018133802,cfg1,2,,,
6305.50151778,0.010178040645,cfg1,2,,,
6305.601517877001,0.010174744545,cfg1,2,,,
6306.601517845,0.010141841606,cfg1,2,,,
6307.001517857,0.010128710971,cfg1,2,,,
6307.401517870001,0.01011559795,cfg1,2,,,
6307.601517813999,0.010109048197,cfg1,2,,,
6308.501516309999,0.010079628258,cfg1,2,,,
6308.701517628001,0.010073102834,cfg1,2,,,
6308.801517349999,0.010069841859,cfg1,2,,,
6308.901517821999,0.010066581759,cfg1,2,,,
6309.001517794001,0.010063322783,cfg1,2,,,
6309.401517805999,0.010050298928,cfg1,2,,,
6309.501517777,0.010047045425,cfg1,2,,,
6309.90151654,0.010034044139,cfg1,2,,,
6310.001517512,0.010030796467,cfg1,2,,,
6310.101517233,0.010027550028,cfg1,2,,,
6310.201517329999,0.010024304718,cfg1,2,,,
6310.401517774001,0.01001781765,cfg1,2,,,
6310.501517746001,0.010014575511,cfg1,2,,,
6310.601517468,0.010011334993,cfg1,2,,,
